Course,University,Masters/Bachelors,Language,Course Duration,Course Link
PHYSICS - LM-17 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10027
MATHEMATICS AND APPLICATIONS - LM-40 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10332
ECONOMIC AND FINANCIAL SCIENCES - LM-56 R,Università degli Studi di PALERMO,Magistrale,MU,2 years,http://portale.unipa.it/dipartimenti/seas/cds/scienzeeconomicheefinanziarie2063/
ECONOMICS - LM-56 R,Università degli Studi ROMA TRE,Magistrale,MU,2 years,https://economia.uniroma3.it/corsi/dipartimento-di-economia/lm/2024-2025/scienze-economiche-0580707305700002/
COMPUTATIONAL COGNITIVE SCIENCE - LM-55 R,"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA",Magistrale,MU,2 years,https://scicomp.unich.it/home-lmscc-16240
CHEMICAL SCIENCES - LM-54 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.scienzechimiche.unina.it/lmsc
ENVIRONMENTAL SCIENCES - LM-75 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,MU,2 years,http://www.unive.it/cdl/cmr5
FOOD SCIENCE AND INNOVATION - LM/GASTR R,Università degli Studi di CAMERINO,Magistrale,MU,2 years,https://www.universitaly.it/#
NUTRITIONAL SCIENCES - LM-61 R,Università della CALABRIA,Magistrale,MU,2 years,https://www.unical.it/storage/cds/31552/?lang=it
SCIENCE OF CLIMATE - LM-17 R/ LM-79 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/ClimateScience
SCIENCE FOR THE CONSERVATION-RESTORATION OF CULTURAL HERITAGE - LM-11 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/scienceforconservation
SCIENCE AND TECHNOLOGY OF BIO AND NANOMATERIALS - LM SC. MAT.,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,http://www.unive.it/cdl/cm14
TECHNICAL TRANSLATION AND INTERPRETING - LM-94 R,Università del SALENTO,Magistrale,MU,2 years,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM33/traduzione-tecnico-scientifica-e-interpretariato
DIGITAL HERITAGE - LM-43 R,Università del SALENTO,Magistrale,EN,2 years,https://www.universitaly.it/#
"MANAGEMENT OF TERRITORIES, PUBLIC ADMINISTRATIONS, AND TOURISM - LM-77 R",Università del SALENTO,Magistrale,MU,2 years,https://www.universitaly.it/#
DIGITAL MANAGEMENT - L-18 R,Università del SALENTO,Triennale,MU,3 years,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea/-/dettaglio/corso/LB46/management-digitale
MANAGEMENT ENGINEERING - LM-31,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM54/management-engineering
ENGINEERING FOR SAFETY OF CRITICAL INDUSTRIAL AND CIVIL INFRASTRUCTURES - LM-26 R,Università del SALENTO,Magistrale,MU,2 years,https://www.universitaly.it/#
COMMUNICATION ENGINEERING AND ELECTRONIC TECHNOLOGIES - LM-27,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM65/communication-engineering-and-electronic-technologies
MATERIALS ENGINEERING AND NANOTECHNOLOGY - LM-53.,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/percorsi/-/dettaglio/corso/LM56/materials-engineering-and-nanotechnology
COASTAL AND MARINE BIOLOGY AND ECOLOGY - LM-6 R,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM51/coastal-and-marine-biology-and-ecology
AEROSPACE ENGINEERING - LM-20 R,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/percorsi/-/dettaglio/corso/LM52/aerospace-engineering
ARTIFICIAL INTELLIGENCE SYSTEMS - LM-32,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/artificial-intelligence-systems
AGRIFOOD INNOVATION MANAGEMENT - LM-69 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/agrifood-innovation-management
STRATEGIC MANAGEMENT - LM-77 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,MU,2 years,https://graduate.luiss.it/it
POLITICS: PHILOSOPHY AND ECONOMICS - L-36 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Triennale,EN,3 years,https://undergraduate.luiss.it/it/course/politics-philosophy-and-economics
POLICIES AND GOVERNANCE IN EUROPE - LM-62 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,EN,2 years,https://graduate.luiss.it/it/course/policies-and-governance-in-europe/
MARKETING - LM-77 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,MU,2 years,https://graduate.luiss.it/it/course/marketing
MANAGEMENT AND ARTIFICIAL INTELLIGENCE - L-18 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Triennale,EN,3 years,https://undergraduate.luiss.it/it
MANAGEMENT - LM-77 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,EN,2 years,https://graduate.luiss.it/it/course/management
INTERNATIONAL RELATIONS - LM-52 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,EN,2 years,https://graduate.luiss.it/it/course/international-relations
GLOBAL MANAGEMENT AND POLITICS - LM-77 R,Luiss Libera Università internazionale degli studi sociali Guido Carli,Magistrale,EN,2 years,https://graduate.luiss.it/it/course/global-management-and-politics
GREEN ECONOMY AND SUSTAINABLE TRANSITIONS - LM-56 R,Università degli Studi di FERRARA,Magistrale,EN,2 years,https://corsi.unife.it/en/lm-greeneconomy
SMALL BUSINESS MANAGEMENT IN INTERNATIONAL MARKETS - LM-77 R,Università degli Studi di FERRARA,Magistrale,EN,2 years,https://corsi.unife.it/en/lm-small-business
SOFTWARE: SCIENCE AND TECHNOLOGY - LM-18,Università degli Studi di FIRENZE,Magistrale,EN,2 years,https://www.sst.unifi.it/
"ROBOTICS, AUTOMATION AND ELECTRICAL ENGINEERING - LM-25",Università degli Studi di FIRENZE,Magistrale,MU,2 years,http://www.ing-ram.unifi.it/
MANAGEMENT ENGINEERING - LM-31,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.ing-mme.unifi.it/
MECHANICAL ENGINEERING FOR SUSTAINABILITY - LM-33,Università degli Studi di FIRENZE,Magistrale,EN,2 years,https://www.ing-mes.unifi.it/
MECHANICAL ENGINEERING - LM-33,Università degli Studi di FIRENZE,Magistrale,MU,2 years,http://www.ing-mem.unifi.it/
SUSTAINABLE BUSINESS FOR SOCIETAL CHALLENGES - L-18 R,Università degli Studi di FIRENZE,Triennale,EN,3 years,https://www.susbus.unifi.it/
BIOTECHNOLOGY FOR ENVIRONMENTAL MANAGEMENT AND SUSTAINABLE AGRICULTURE (BIO-EMSA) - LM-7 R,Università degli Studi di FIRENZE,Magistrale,MU,2 years,http://www.bio-emsa.unifi.it/
FINANCE AND RISK MANAGEMENT - LM-16 R,Università degli Studi di FIRENZE,Magistrale,EN,2 years,http://www.frm.unifi.it/
INTEGRATED PRODUCT DESIGN - LM-12 R,Politecnico di MILANO,Magistrale,MU,2 years,http://productdesign.polimi.it/
ENVIRONMENTAL AND LAND PLANNING ENGINEERING - LM-35 R,Politecnico di MILANO,Magistrale,MU,2 years,http://www.iat.polimi.it/
INDUSTRIAL AND PRODUCTION ENGINEERING - L-9 R,Politecnico di MILANO,Triennale,MU,3 years,https://www.polimi.it/formazione/corsi-di-laurea/dettaglio-corso/ingegneria-della-produzione-industriale
MECHANICAL ENGINEERING REPLICA PIACENZA - L-9 R,Politecnico di MILANO,Triennale,MU,3 years,https://www.mecheng.polimi.it/
MECHANICAL ENGINEERING - L-9 R,Politecnico di MILANO,Triennale,MU,3 years,https://www.mecheng.polimi.it/
CIVIL ENGINEERING - LM-23 R,Politecnico di MILANO,Magistrale,MU,2 years,http://www.ingciv.polimi.it/
CIVIL ENGINEERING - L-7 R,Politecnico di MILANO,Triennale,MU,3 years,http://www.ingciv.polimi.it/
INDUSTRIAL SAFETY AND RISK ENGINEERING - LM-26 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ingindinf.polimi.it/
HIGH PERFORMANCE COMPUTING ENGINEERING - LM-32,Politecnico di MILANO,Magistrale,EN,2 years,https://masterhpc.polimi.it/
GEOINFORMATICS ENGINEERING - LM-32/ LM-35 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.geoinformatics.polimi.it/
OPTICS AND OPTOMETRY - L-30 R,Università degli Studi di PERUGIA,Triennale,MU,3 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8224
PROGRAMMING AND MANAGEMENT OF COMPUTER SYSTEMS - L-P03,Università degli Studi di PERUGIA,Triennale,MU,3 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/1600
QUANTITATIVE FINANCE AND DATA SCIENCE FOR ECONOMICS - LM-16 R/ LM-83 R,Università degli Studi di PERUGIA,Magistrale,EN,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8639
INTERNATIONAL RELATIONS - LM-52 R,Università degli Studi di PERUGIA,Magistrale,MU,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/7826
CHEMICAL SCIENCES - LM-54 R,Università degli Studi di PERUGIA,Magistrale,MU,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8026
"MEDICAL, VETERINARY AND FORENSIC BIOTECHNOLOGICAL SCIENCES - LM-9 R",Università degli Studi di PERUGIA,Magistrale,EN,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8231
FOOD SCIENCE AND HUMAN NUTRITION - LM-61 R,Università degli Studi di PERUGIA,Magistrale,MU,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8649
GEOSCIENCES FOR RISK AND ENVIRONMENT MANAGEMENT - LM-74 R,Università degli Studi di PERUGIA,Magistrale,MU,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8226
"ACCOUNTING, FINANCE AND BUSINESS CONSULTING - LM-77 R",Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/economia-e-scienze-politiche?tipo=LM&scuola=EP&ordinamento=2025&key=EP2898&cg=economia-finanza-gestione-azie
AEROSPACE ENGINEERING - LM-20 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2921&tipo=LM&scuola=IN
COMPUTER SCIENCE AND ENGINEERING - LM-32,Politecnico di MILANO,Magistrale,EN,2 years,https://www.inginformatica.polimi.it/
CIVIL ENGINEERING FOR RISK MITIGATION - LM-23 R,Politecnico di MILANO,Magistrale,EN,2 years,https://www.master-cerm.polimi.it/
CHEMICAL ENGINEERING - LM-22 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.ccs-chimica.polimi.it/
BUILDING ENGINEERING FOR SUSTAINABILITY - LM-24,Politecnico di MILANO,Magistrale,MU,2 years,https://www.auic.polimi.it/formazione/corsi-di-laurea-magistrale/dettaglio/1013?tx_didatticascuole_show%5Banno%5D=2024&cHash=656ff385423ec28f0bd7f8cd8a2e2a60
BIOMEDICAL ENGINEERING - LM-21 R,Politecnico di MILANO,Magistrale,MU,2 years,http://www.ccsbio.polimi.it/
AUTOMATION AND CONTROL ENGINEERING - LM-25,Politecnico di MILANO,Magistrale,EN,2 years,https://www.ccsatm.polimi.it/?lang=en
ARCHITECTURE - LM-4 R,Politecnico di MILANO,Magistrale,MU,2 years,https://www.adu.polimi.it/
ARCHITECTURAL ENGINEERING - LM-24,Politecnico di MILANO,Magistrale,EN,2 years,https://www.auic.polimi.it/it
ARCHITECTURAL DESIGN AND HISTORY - LM-4 R,Politecnico di MILANO,Magistrale,EN,2 years,http://www.adh.mantova.polimi.it/
AGRICULTURAL ENGINEERING - LM-26 R,Politecnico di MILANO,Magistrale,EN,2 years,https://www.ccsage.polimi.it/
ENVIRONMENTAL ENGINEERING - LM-35 R,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/en/corsi/11925
INTERNATIONAL RELATIONS - LM-52 R,Università degli Studi di GENOVA,Magistrale,MU,2 years,https://corsi.unige.it/corsi/11935
ECONOMICS & DATA SCIENCE - LM-56 R,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/en/corsi/11937
SUSTAINABLE POLYMER AND PROCESS CHEMISTRY - LM-71 R,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/en/corsi/11950
MANAGEMENT FOR ENERGY AND ENVIRONMENTAL TRANSITION (MEET) - LM-77 R,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/en/corsi/11939
DIGITAL HUMANITIES - INTERACTIVE SYSTEMS AND DIGITAL MEDIA REPLICA SEDE SAVONA - LM-92 R,Università degli Studi di GENOVA,Magistrale,MU,2 years,https://corsi.unige.it/corsi/11661
DIGITAL HUMANITIES - INTERACTIVE SYSTEMS AND DIGITAL MEDIA - LM-92 R,Università degli Studi di GENOVA,Magistrale,MU,2 years,https://corsi.unige.it/corsi/11945
COMMUNICATION ENGINEERING AND ELECTRONIC TECHNOLOGIES - LM-27,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM65/communication-engineering-and-electronic-technologies
MANAGEMENT ENGINEERING - LM-31,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM54/management-engineering
MATERIALS ENGINEERING AND NANOTECHNOLOGY - LM-53.,Università del SALENTO,Magistrale,EN,2 years,https://www.unisalento.it/didattica/cosa-studiare/percorsi/-/dettaglio/corso/LM56/materials-engineering-and-nanotechnology
SCIENCES OF AEROSPACE SYSTEMS FOR THE DEFENCE - LM/DS,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,https://www.universitaly.it/#
QUANTUM SCIENCE AND ENGINEERING - LM-44 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.fisica.unina.it/
PRECISION LIVESTOCK FARMING - LM-86 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.mvpa-unina.org/corsi/Livestock.xhtml
MEDICINE AND SURGERY - LM-41 R,Università degli Studi di Napoli Federico II,unico,EN,6 years,https://www.universitaly.it/#
MATHEMATICAL ENGINEERING - LM-44 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.mathematical-engineering.unina.it/index.php/en/
MARINE BIOLOGY AND AQUACULTURE - LM-6 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.dipartimentodibiologia.unina.it/corsi-di-laurea/laurea-marina-acquacoltura/
LANGUAGES AND LITERATURES FOR THE EUROPEAN PLURILINGUALISM - LM-37 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://studiumanistici.dip.unina.it/it/didattica/corsi-di-laurea/
INTERNATIONAL RELATIONS - LM-52 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.scienzepolitiche.unina.it/?page_id=1266
STRUCTURAL AND GEOTECHNICAL ENGINEERING - LM-23 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,https://strega.unina.it/
ENVIRONMENTAL AND TERRITORIAL ENGINEERING - LM-35 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.iat.unina.it/
MECHANICAL ENGINEERING FOR ENERGY AND ENVIRONMENT - LM-33,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://meccanica.dii.unina.it/info-lmea
CHEMICAL ENGINEERING - LM-22 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.ingchim.unina.it/
AEROSPACE ENGINEERING - LM-20 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://aerospaziale.dii.unina.it/
MECHANICAL ENGINEERING FOR DESIGN AND MANUFACTURING. - LM-33,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://meccanica.dii.unina.it/it/info-lmpp
INDUSTRIAL CHEMISTRY FOR CIRCULAR AND BIO ECONOMY - LM-71 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.scienzechimiche.unina.it/iccbe
INDUSTRIAL BIOENGINEERING - LM-21 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.dicmapi.unina.it/ug_bioenginering/bio-engineering/
HOSPITALITY MANAGEMENT - L-18 R,Università degli Studi di Napoli Federico II,Triennale,MU,3 years,http://www.hospitalitymanagement.unina.it/
ECONOMICS AND FINANCE - LM-56 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.dises.unina.it/didattica/corsi-di-laurea/lauree-magistrali/9359805-economics-and-finance/
"DIGITAL SOCIETY, SOCIAL INNOVATION AND GLOBAL CITIZENSHIP - LM-92 R",Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
COMMUNITY DESIGN - L-4 R,Università degli Studi di Napoli Federico II,Triennale,MU,3 years,http://diarc.code.unina.it/
DESIGN FOR THE BUILT ENVIRONMENT - LM-12 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,http://www.diarc.dbe.unina.it/
DATA SCIENCE - LM-DATA,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
CIVIL AND ENVIRONMENTAL ENGINEERING - L-7 R,Università degli Studi di Napoli Federico II,Triennale,EN,3 years,https://www.civil-environmental.unina.it/
INDUSTRIAL AND MOLECULAR BIOTECHNOLOGY - LM-8 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.biotecnologieindustriali.unina.it/
MEDICAL BIOTECHNOLOGIES - LM-9 R,Università degli Studi di Napoli Federico II,Magistrale,MU,2 years,http://www.scienzebiotecnologiche.unina.it/mediche
BIOLOGY FOR ONE-HEALTH - L-13 R,Università degli Studi di Napoli Federico II,Triennale,EN,3 years,http://www.dipartimentodibiologia.unina.it/
BIOLOGY OF EXTREME ENVIRONMENTS - LM-6 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.dipartimentodibiologia.unina.it/corsi-di-laurea/biology-extreme-environments/
AUTONOMOUS VEHICLE ENGINEERING - LM-33,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.universitaly.it/#
ARCHITECTURE AND HERITAGE - LM-4 R,Università degli Studi di Napoli Federico II,Magistrale,EN,2 years,https://www.diarc.archer.unina.it/
INTERNATIONAL RELATIONS AND ORGANIZATIONS - LM-52 R,"Università degli Studi della Campania ""Luigi Vanvitelli""",Magistrale,MU,2 years,https://www.scienzepolitiche.unicampania.it/didattica/corsi-di-studio/magistrale-in-relazioni-ed-organizzazioni-internazionali
DATA ANALYTICS FOR BUSINESS AND SOCIETY - LM-91 R,"Università ""Ca' Foscari"" VENEZIA",Magistrale,EN,2 years,http://www.unive.it/cdl/emr14
DATA ANALYTICS FOR ECONOMICS AND MANAGEMENT - LM-DATA,Libera Università di BOLZANO,Magistrale,EN,2 years,http://www.unibz.it/en/economics-management/master-data-analytics-economics-management
DATA SCIENCE - LM-DATA,Università degli Studi di MESSINA,Magistrale,EN,2 years,https://data-science.cdl.unime.it/en
DATA SCIENCE - LM-DATA,Università degli Studi di CATANIA,Magistrale,EN,2 years,https://www.universitaly.it/#
DATA SCIENCE - LM-DATA,Università degli Studi di VERONA,Magistrale,EN,2 years,https://www.corsi.univr.it/?ent=cs&id=1175
DATA SCIENCE - LM-DATA,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2738&cg=scienze
DATA SCIENCE - LM-DATA,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33519
DATA SCIENCE AND BUSINESS ANALYTICS - LM-82 R,"Università Commerciale ""Luigi Bocconi"" MILANO",Magistrale,EN,2 years,https://www.unibocconi.it/en/programs/master-science/data-science-and-business-analytics
DATA SCIENCE AND ENGINEERING - LM-32,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-470
DATA SCIENCE FOR ECONOMICS AND HEALTH - LM-DATA,Università degli Studi di MILANO,Magistrale,EN,2 years,https://dseh.cdl.unimi.it/en
NEUROPSYCHOBIOLOGY - LM-6 R,Università degli Studi di CAGLIARI,Magistrale,MU,2 years,https://www.unica.it/unica/it/crs_60_72.page
NEUROBIOLOGY - LM-6 R,Università degli Studi di PAVIA,Magistrale,EN,2 years,https://neurobiologia.cdl.unipv.it/it
NEUROBIOLOGY - LM-6 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33598
NANOTECHNOLOGY AND PHYSICS FOR SUSTAINABILITY - LM-17 R,Università degli Studi di SALERNO,Magistrale,EN,2 years,https://corsi.unisa.it/nanotechnology-and-physics-for-sustainability
NANOTECHNOLOGIES FOR ICTS - LM-29,Politecnico di TORINO,Magistrale,EN,2 years,https://www.polito.it/corsi/37-572
NUCLEAR ENGINEERING - LM-30 R,Università di PISA,Magistrale,EN,2 years,http://nucleare.ing.unipi.it/it/
NEUROSCIENCES - LM-6 R,Università degli Studi dell'AQUILA,Magistrale,EN,2 years,https://mesva.univaq.it/?q=node/23419
NEUROSCIENCE - LM-6 R,Università di PISA,Magistrale,EN,2 years,https://www.biologia.unipi.it/wnc-lm.html
